log_text,label
232.219.77.183 USER=guest REQ=GET /contact STATUS=200 LATENCY=20ms,NORMAL
10.3.245.160 USER=guest REQ=GET /contact STATUS=200 LATENCY=21ms,NORMAL
246.108.92.36 USER=guest REQ=GET /checkout STATUS=200 LATENCY=33ms,NORMAL
18.106.114.95 USER=guest REQ=GET /login STATUS=200 LATENCY=18ms,NORMAL
229.132.254.174 USER=guest REQ=GET /products STATUS=200 LATENCY=123ms,NORMAL
248.191.198.45 USER=guest REQ=GET /about STATUS=200 LATENCY=16ms,NORMAL
188.28.122.228 USER=guest REQ=GET /products STATUS=200 LATENCY=148ms,NORMAL
19.110.204.204 USER=guest REQ=GET /api/data STATUS=200 LATENCY=49ms,NORMAL
72.210.103.104 USER=guest REQ=GET /contact STATUS=200 LATENCY=116ms,NORMAL
123.91.8.101 USER=guest REQ=GET /about STATUS=200 LATENCY=28ms,NORMAL
29.184.97.64 USER=guest REQ=GET /home STATUS=200 LATENCY=57ms,NORMAL
255.106.125.92 USER=guest REQ=GET /checkout STATUS=200 LATENCY=149ms,NORMAL
43.138.221.245 USER=guest REQ=GET /contact STATUS=200 LATENCY=70ms,NORMAL
104.41.255.176 USER=guest REQ=GET /contact STATUS=200 LATENCY=52ms,NORMAL
76.251.228.199 USER=guest REQ=GET /checkout STATUS=200 LATENCY=139ms,NORMAL
174.235.104.163 USER=guest REQ=GET /login STATUS=200 LATENCY=56ms,NORMAL
22.238.229.109 USER=guest REQ=GET /products STATUS=200 LATENCY=132ms,NORMAL
35.254.171.118 USER=guest REQ=GET /checkout STATUS=200 LATENCY=93ms,NORMAL
250.106.189.253 USER=guest REQ=GET /products STATUS=200 LATENCY=86ms,NORMAL
10.4.156.64 USER=guest REQ=GET /about STATUS=200 LATENCY=50ms,NORMAL
137.149.43.39 USER=guest REQ=GET /contact STATUS=200 LATENCY=78ms,NORMAL
56.194.149.161 USER=guest REQ=GET /checkout STATUS=200 LATENCY=21ms,NORMAL
250.73.123.255 USER=guest REQ=GET /api/data STATUS=200 LATENCY=71ms,NORMAL
12.163.39.91 USER=guest REQ=GET /home STATUS=200 LATENCY=109ms,NORMAL
92.127.89.70 USER=guest REQ=GET /login STATUS=200 LATENCY=55ms,NORMAL
82.95.214.162 USER=guest REQ=GET /login STATUS=200 LATENCY=17ms,NORMAL
94.148.236.241 USER=guest REQ=GET /contact STATUS=200 LATENCY=48ms,NORMAL
61.136.124.217 USER=guest REQ=GET /products STATUS=200 LATENCY=81ms,NORMAL
219.254.153.245 USER=guest REQ=GET /home STATUS=200 LATENCY=127ms,NORMAL
238.108.58.68 USER=guest REQ=GET /products STATUS=200 LATENCY=133ms,NORMAL
79.131.25.250 USER=guest REQ=GET /products STATUS=200 LATENCY=63ms,NORMAL
130.98.162.89 USER=guest REQ=GET /api/data STATUS=200 LATENCY=78ms,NORMAL
92.164.217.90 USER=guest REQ=GET /api/data STATUS=200 LATENCY=35ms,NORMAL
236.125.93.203 USER=guest REQ=GET /products STATUS=200 LATENCY=72ms,NORMAL
99.84.74.43 USER=guest REQ=GET /home STATUS=200 LATENCY=124ms,NORMAL
148.240.164.252 USER=guest REQ=GET /products STATUS=200 LATENCY=131ms,NORMAL
132.63.112.239 USER=guest REQ=GET /login STATUS=200 LATENCY=82ms,NORMAL
36.229.222.31 USER=guest REQ=GET /contact STATUS=200 LATENCY=138ms,NORMAL
226.13.165.204 USER=guest REQ=GET /api/data STATUS=200 LATENCY=51ms,NORMAL
71.4.226.219 USER=guest REQ=GET /api/data STATUS=200 LATENCY=92ms,NORMAL
114.215.13.207 USER=guest REQ=GET /checkout STATUS=200 LATENCY=115ms,NORMAL
244.200.135.232 USER=guest REQ=GET /contact STATUS=200 LATENCY=97ms,NORMAL
97.106.17.214 USER=guest REQ=GET /about STATUS=200 LATENCY=78ms,NORMAL
238.97.175.177 USER=guest REQ=GET /home STATUS=200 LATENCY=142ms,NORMAL
117.67.172.252 USER=guest REQ=GET /checkout STATUS=200 LATENCY=29ms,NORMAL
54.236.13.3 USER=guest REQ=GET /contact STATUS=200 LATENCY=13ms,NORMAL
36.13.180.137 USER=guest REQ=GET /home STATUS=200 LATENCY=71ms,NORMAL
161.83.241.209 USER=guest REQ=GET /login STATUS=200 LATENCY=140ms,NORMAL
202.80.99.4 USER=guest REQ=GET /checkout STATUS=200 LATENCY=19ms,NORMAL
119.14.158.174 USER=guest REQ=GET /products STATUS=200 LATENCY=114ms,NORMAL
145.13.201.228 USER=guest REQ=GET /checkout STATUS=200 LATENCY=23ms,NORMAL
236.23.135.14 USER=guest REQ=GET /login STATUS=200 LATENCY=112ms,NORMAL
76.120.101.57 USER=guest REQ=GET /checkout STATUS=200 LATENCY=105ms,NORMAL
24.41.110.247 USER=guest REQ=GET /contact STATUS=200 LATENCY=28ms,NORMAL
83.132.68.85 USER=guest REQ=GET /home STATUS=200 LATENCY=57ms,NORMAL
234.163.234.1 USER=guest REQ=GET /about STATUS=200 LATENCY=38ms,NORMAL
130.39.221.34 USER=guest REQ=GET /about STATUS=200 LATENCY=71ms,NORMAL
143.187.117.95 USER=guest REQ=GET /checkout STATUS=200 LATENCY=122ms,NORMAL
151.91.183.151 USER=guest REQ=GET /home STATUS=200 LATENCY=37ms,NORMAL
220.20.213.72 USER=guest REQ=GET /api/data STATUS=200 LATENCY=78ms,NORMAL
253.30.143.140 USER=guest REQ=GET /checkout STATUS=200 LATENCY=85ms,NORMAL
95.173.26.220 USER=guest REQ=GET /about STATUS=200 LATENCY=108ms,NORMAL
140.246.199.156 USER=guest REQ=GET /checkout STATUS=200 LATENCY=47ms,NORMAL
83.209.22.217 USER=guest REQ=GET /login STATUS=200 LATENCY=33ms,NORMAL
50.144.29.208 USER=guest REQ=GET /api/data STATUS=200 LATENCY=113ms,NORMAL
168.31.88.232 USER=guest REQ=GET /contact STATUS=200 LATENCY=123ms,NORMAL
246.34.27.240 USER=guest REQ=GET /api/data STATUS=200 LATENCY=19ms,NORMAL
145.8.141.59 USER=guest REQ=GET /checkout STATUS=200 LATENCY=37ms,NORMAL
167.159.143.17 USER=guest REQ=GET /about STATUS=200 LATENCY=19ms,NORMAL
164.85.114.25 USER=guest REQ=GET /products STATUS=200 LATENCY=129ms,NORMAL
255.117.99.232 USER=guest REQ=GET /api/data STATUS=200 LATENCY=39ms,NORMAL
186.185.210.40 USER=guest REQ=GET /home STATUS=200 LATENCY=127ms,NORMAL
215.217.71.20 USER=guest REQ=GET /products STATUS=200 LATENCY=68ms,NORMAL
13.84.175.141 USER=guest REQ=GET /login STATUS=200 LATENCY=23ms,NORMAL
36.154.98.246 USER=guest REQ=GET /login STATUS=200 LATENCY=44ms,NORMAL
134.154.119.85 USER=guest REQ=GET /api/data STATUS=200 LATENCY=142ms,NORMAL
38.67.104.254 USER=guest REQ=GET /api/data STATUS=200 LATENCY=61ms,NORMAL
84.23.193.239 USER=guest REQ=GET /contact STATUS=200 LATENCY=113ms,NORMAL
235.25.74.47 USER=guest REQ=GET /checkout STATUS=200 LATENCY=97ms,NORMAL
65.25.209.171 USER=guest REQ=GET /login STATUS=200 LATENCY=111ms,NORMAL
35.210.127.185 USER=guest REQ=GET /login STATUS=200 LATENCY=28ms,NORMAL
4.122.168.3 USER=guest REQ=GET /products STATUS=200 LATENCY=124ms,NORMAL
44.153.171.219 USER=guest REQ=GET /login STATUS=200 LATENCY=63ms,NORMAL
198.19.26.197 USER=guest REQ=GET /contact STATUS=200 LATENCY=87ms,NORMAL
153.133.184.37 USER=guest REQ=GET /checkout STATUS=200 LATENCY=27ms,NORMAL
3.139.201.197 USER=guest REQ=GET /contact STATUS=200 LATENCY=74ms,NORMAL
25.49.233.223 USER=guest REQ=GET /checkout STATUS=200 LATENCY=64ms,NORMAL
161.163.25.199 USER=guest REQ=GET /about STATUS=200 LATENCY=128ms,NORMAL
143.132.123.160 USER=guest REQ=GET /home STATUS=200 LATENCY=147ms,NORMAL
253.130.46.172 USER=guest REQ=GET /products STATUS=200 LATENCY=139ms,NORMAL
94.143.63.25 USER=guest REQ=GET /home STATUS=200 LATENCY=57ms,NORMAL
113.24.92.136 USER=guest REQ=GET /contact STATUS=200 LATENCY=130ms,NORMAL
37.27.111.216 USER=guest REQ=GET /home STATUS=200 LATENCY=67ms,NORMAL
203.2.242.122 USER=guest REQ=GET /home STATUS=200 LATENCY=144ms,NORMAL
122.125.10.67 USER=guest REQ=GET /about STATUS=200 LATENCY=25ms,NORMAL
205.207.13.55 USER=guest REQ=GET /checkout STATUS=200 LATENCY=36ms,NORMAL
97.245.226.202 USER=guest REQ=GET /api/data STATUS=200 LATENCY=33ms,NORMAL
54.68.215.39 USER=guest REQ=GET /contact STATUS=200 LATENCY=27ms,NORMAL
255.245.30.10 USER=guest REQ=GET /login STATUS=200 LATENCY=88ms,NORMAL
44.246.199.215 USER=guest REQ=GET /login STATUS=200 LATENCY=84ms,NORMAL
92.48.181.193 USER=guest REQ=GET /home STATUS=200 LATENCY=139ms,NORMAL
54.254.169.150 USER=guest REQ=GET /checkout STATUS=200 LATENCY=88ms,NORMAL
15.141.40.13 USER=guest REQ=GET /home STATUS=200 LATENCY=21ms,NORMAL
56.43.131.198 USER=guest REQ=GET /login STATUS=200 LATENCY=69ms,NORMAL
43.228.250.122 USER=guest REQ=GET /home STATUS=200 LATENCY=138ms,NORMAL
53.144.155.55 USER=guest REQ=GET /contact STATUS=200 LATENCY=63ms,NORMAL
9.135.9.241 USER=guest REQ=GET /contact STATUS=200 LATENCY=121ms,NORMAL
146.62.234.241 USER=guest REQ=GET /login STATUS=200 LATENCY=31ms,NORMAL
128.31.44.169 USER=guest REQ=GET /products STATUS=200 LATENCY=84ms,NORMAL
139.222.2.128 USER=guest REQ=GET /contact STATUS=200 LATENCY=61ms,NORMAL
94.164.107.245 USER=guest REQ=GET /login STATUS=200 LATENCY=57ms,NORMAL
101.61.126.17 USER=guest REQ=GET /about STATUS=200 LATENCY=38ms,NORMAL
75.223.10.147 USER=guest REQ=GET /checkout STATUS=200 LATENCY=22ms,NORMAL
188.16.8.111 USER=guest REQ=GET /checkout STATUS=200 LATENCY=42ms,NORMAL
200.161.203.250 USER=guest REQ=GET /about STATUS=200 LATENCY=112ms,NORMAL
35.217.225.15 USER=guest REQ=GET /about STATUS=200 LATENCY=49ms,NORMAL
132.244.216.254 USER=guest REQ=GET /products STATUS=200 LATENCY=53ms,NORMAL
120.142.151.46 USER=guest REQ=GET /checkout STATUS=200 LATENCY=67ms,NORMAL
194.241.34.234 USER=guest REQ=GET /about STATUS=200 LATENCY=75ms,NORMAL
98.167.195.220 USER=guest REQ=GET /products STATUS=200 LATENCY=125ms,NORMAL
162.185.49.107 USER=guest REQ=GET /checkout STATUS=200 LATENCY=118ms,NORMAL
246.218.55.84 USER=guest REQ=GET /about STATUS=200 LATENCY=19ms,NORMAL
39.172.193.52 USER=guest REQ=GET /products STATUS=200 LATENCY=118ms,NORMAL
196.125.145.96 USER=guest REQ=GET /contact STATUS=200 LATENCY=112ms,NORMAL
23.37.215.212 USER=guest REQ=GET /login STATUS=200 LATENCY=121ms,NORMAL
152.48.130.93 USER=guest REQ=GET /checkout STATUS=200 LATENCY=131ms,NORMAL
9.147.87.146 USER=guest REQ=GET /home STATUS=200 LATENCY=69ms,NORMAL
166.233.227.8 USER=guest REQ=GET /login STATUS=200 LATENCY=73ms,NORMAL
210.139.20.187 USER=guest REQ=GET /products STATUS=200 LATENCY=25ms,NORMAL
214.91.162.244 USER=guest REQ=GET /login STATUS=200 LATENCY=121ms,NORMAL
74.236.239.108 USER=guest REQ=GET /checkout STATUS=200 LATENCY=141ms,NORMAL
48.140.12.166 USER=guest REQ=GET /about STATUS=200 LATENCY=120ms,NORMAL
156.239.191.146 USER=guest REQ=GET /about STATUS=200 LATENCY=144ms,NORMAL
61.156.108.32 USER=guest REQ=GET /home STATUS=200 LATENCY=73ms,NORMAL
191.84.106.2 USER=guest REQ=GET /checkout STATUS=200 LATENCY=64ms,NORMAL
176.52.52.10 USER=guest REQ=GET /contact STATUS=200 LATENCY=31ms,NORMAL
95.223.115.91 USER=guest REQ=GET /home STATUS=200 LATENCY=14ms,NORMAL
157.241.115.244 USER=guest REQ=GET /checkout STATUS=200 LATENCY=46ms,NORMAL
101.232.32.23 USER=guest REQ=GET /about STATUS=200 LATENCY=140ms,NORMAL
121.120.87.104 USER=guest REQ=GET /contact STATUS=200 LATENCY=140ms,NORMAL
13.145.53.229 USER=guest REQ=GET /home STATUS=200 LATENCY=22ms,NORMAL
149.96.160.192 USER=guest REQ=GET /contact STATUS=200 LATENCY=51ms,NORMAL
78.143.9.78 USER=guest REQ=GET /products STATUS=200 LATENCY=25ms,NORMAL
182.37.14.203 USER=guest REQ=GET /api/data STATUS=200 LATENCY=125ms,NORMAL
249.129.251.37 USER=guest REQ=GET /products STATUS=200 LATENCY=131ms,NORMAL
9.114.61.157 USER=guest REQ=GET /contact STATUS=200 LATENCY=31ms,NORMAL
226.89.242.222 USER=guest REQ=GET /contact STATUS=200 LATENCY=147ms,NORMAL
220.189.226.212 USER=guest REQ=GET /about STATUS=200 LATENCY=81ms,NORMAL
208.71.113.78 USER=guest REQ=GET /home STATUS=200 LATENCY=113ms,NORMAL
148.171.223.32 USER=guest REQ=GET /about STATUS=200 LATENCY=77ms,NORMAL
227.72.170.98 USER=guest REQ=GET /checkout STATUS=200 LATENCY=57ms,NORMAL
69.42.252.21 USER=guest REQ=GET /about STATUS=200 LATENCY=150ms,NORMAL
198.209.124.189 USER=guest REQ=GET /home STATUS=200 LATENCY=75ms,NORMAL
9.70.103.180 USER=guest REQ=GET /about STATUS=200 LATENCY=66ms,NORMAL
30.255.57.199 USER=guest REQ=GET /about STATUS=200 LATENCY=64ms,NORMAL
238.140.56.204 USER=guest REQ=GET /contact STATUS=200 LATENCY=44ms,NORMAL
108.92.171.163 USER=guest REQ=GET /contact STATUS=200 LATENCY=50ms,NORMAL
111.115.18.255 USER=guest REQ=GET /home STATUS=200 LATENCY=89ms,NORMAL
73.30.169.171 USER=guest REQ=GET /api/data STATUS=200 LATENCY=49ms,NORMAL
184.66.169.234 USER=guest REQ=GET /contact STATUS=200 LATENCY=16ms,NORMAL
209.231.147.223 USER=guest REQ=GET /about STATUS=200 LATENCY=11ms,NORMAL
213.61.28.203 USER=guest REQ=GET /home STATUS=200 LATENCY=33ms,NORMAL
82.13.140.241 USER=guest REQ=GET /home STATUS=200 LATENCY=52ms,NORMAL
67.210.249.127 USER=guest REQ=GET /about STATUS=200 LATENCY=25ms,NORMAL
158.227.36.1 USER=guest REQ=GET /products STATUS=200 LATENCY=53ms,NORMAL
7.58.194.186 USER=guest REQ=GET /api/data STATUS=200 LATENCY=89ms,NORMAL
131.20.232.98 USER=guest REQ=GET /about STATUS=200 LATENCY=21ms,NORMAL
85.59.158.190 USER=guest REQ=GET /contact STATUS=200 LATENCY=47ms,NORMAL
189.245.145.56 USER=guest REQ=GET /api/data STATUS=200 LATENCY=18ms,NORMAL
67.216.109.159 USER=guest REQ=GET /contact STATUS=200 LATENCY=79ms,NORMAL
56.153.141.109 USER=guest REQ=GET /products STATUS=200 LATENCY=52ms,NORMAL
26.190.196.77 USER=guest REQ=GET /about STATUS=200 LATENCY=81ms,NORMAL
78.64.229.50 USER=guest REQ=GET /checkout STATUS=200 LATENCY=64ms,NORMAL
69.42.228.64 USER=guest REQ=GET /api/data STATUS=200 LATENCY=39ms,NORMAL
252.211.174.27 USER=guest REQ=GET /login STATUS=200 LATENCY=40ms,NORMAL
47.65.150.110 USER=guest REQ=GET /home STATUS=200 LATENCY=35ms,NORMAL
17.163.130.220 USER=guest REQ=GET /login STATUS=200 LATENCY=109ms,NORMAL
192.9.183.168 USER=guest REQ=GET /contact STATUS=200 LATENCY=94ms,NORMAL
91.253.236.51 USER=guest REQ=GET /about STATUS=200 LATENCY=27ms,NORMAL
182.21.244.234 USER=guest REQ=GET /contact STATUS=200 LATENCY=59ms,NORMAL
114.81.201.180 USER=guest REQ=GET /home STATUS=200 LATENCY=95ms,NORMAL
170.95.32.186 USER=guest REQ=GET /checkout STATUS=200 LATENCY=89ms,NORMAL
87.190.38.14 USER=guest REQ=GET /api/data STATUS=200 LATENCY=107ms,NORMAL
239.210.253.241 USER=guest REQ=GET /products STATUS=200 LATENCY=115ms,NORMAL
197.110.81.64 USER=guest REQ=GET /about STATUS=200 LATENCY=23ms,NORMAL
175.45.18.156 USER=guest REQ=GET /about STATUS=200 LATENCY=15ms,NORMAL
240.4.100.190 USER=guest REQ=GET /home STATUS=200 LATENCY=66ms,NORMAL
153.252.213.126 USER=guest REQ=GET /contact STATUS=200 LATENCY=132ms,NORMAL
155.45.144.69 USER=guest REQ=GET /products STATUS=200 LATENCY=92ms,NORMAL
77.72.28.98 USER=guest REQ=GET /products STATUS=200 LATENCY=149ms,NORMAL
115.192.32.140 USER=guest REQ=GET /products STATUS=200 LATENCY=15ms,NORMAL
110.190.252.194 USER=guest REQ=GET /about STATUS=200 LATENCY=47ms,NORMAL
134.26.28.127 USER=guest REQ=GET /checkout STATUS=200 LATENCY=79ms,NORMAL
243.211.243.149 USER=guest REQ=GET /api/data STATUS=200 LATENCY=89ms,NORMAL
31.209.227.131 USER=guest REQ=GET /login STATUS=200 LATENCY=100ms,NORMAL
77.214.150.223 USER=guest REQ=GET /products STATUS=200 LATENCY=21ms,NORMAL
57.130.178.236 USER=guest REQ=GET /contact STATUS=200 LATENCY=74ms,NORMAL
117.20.163.230 USER=guest REQ=GET /home STATUS=200 LATENCY=88ms,NORMAL
46.76.65.129 USER=guest REQ=GET /about STATUS=200 LATENCY=12ms,NORMAL
165.146.219.125 USER=guest REQ=GET /login STATUS=200 LATENCY=22ms,NORMAL
214.1.109.79 USER=guest REQ=GET /api/data STATUS=200 LATENCY=115ms,NORMAL
26.230.152.228 USER=guest REQ=GET /api/data STATUS=200 LATENCY=13ms,NORMAL
160.100.211.183 USER=guest REQ=GET /contact STATUS=200 LATENCY=110ms,NORMAL
15.243.146.78 USER=guest REQ=GET /contact STATUS=200 LATENCY=105ms,NORMAL
134.143.223.41 USER=guest REQ=GET /about STATUS=200 LATENCY=42ms,NORMAL
113.195.105.93 USER=guest REQ=GET /login STATUS=200 LATENCY=73ms,NORMAL
240.2.49.83 USER=guest REQ=GET /checkout STATUS=200 LATENCY=55ms,NORMAL
47.242.147.207 USER=guest REQ=GET /login STATUS=200 LATENCY=82ms,NORMAL
82.216.21.67 USER=guest REQ=GET /home STATUS=200 LATENCY=29ms,NORMAL
110.75.247.120 USER=guest REQ=GET /products STATUS=200 LATENCY=36ms,NORMAL
230.125.251.167 USER=guest REQ=GET /checkout STATUS=200 LATENCY=146ms,NORMAL
170.159.174.81 USER=guest REQ=GET /api/data STATUS=200 LATENCY=111ms,NORMAL
115.215.11.136 USER=guest REQ=GET /checkout STATUS=200 LATENCY=94ms,NORMAL
20.62.88.99 USER=guest REQ=GET /checkout STATUS=200 LATENCY=106ms,NORMAL
105.43.97.255 USER=guest REQ=GET /products STATUS=200 LATENCY=127ms,NORMAL
193.205.184.186 USER=guest REQ=GET /checkout STATUS=200 LATENCY=113ms,NORMAL
162.103.119.41 USER=guest REQ=GET /about STATUS=200 LATENCY=144ms,NORMAL
38.197.173.157 USER=guest REQ=GET /api/data STATUS=200 LATENCY=29ms,NORMAL
172.203.136.2 USER=guest REQ=GET /checkout STATUS=200 LATENCY=81ms,NORMAL
36.120.92.89 USER=guest REQ=GET /api/data STATUS=200 LATENCY=106ms,NORMAL
171.179.112.232 USER=guest REQ=GET /api/data STATUS=200 LATENCY=107ms,NORMAL
190.195.68.28 USER=guest REQ=GET /api/data STATUS=200 LATENCY=86ms,NORMAL
85.39.1.78 USER=guest REQ=GET /api/data STATUS=200 LATENCY=25ms,NORMAL
104.222.32.207 USER=guest REQ=GET /checkout STATUS=200 LATENCY=72ms,NORMAL
220.27.101.117 USER=guest REQ=GET /contact STATUS=200 LATENCY=11ms,NORMAL
46.19.157.225 USER=guest REQ=GET /api/data STATUS=200 LATENCY=97ms,NORMAL
70.10.255.254 USER=guest REQ=GET /login STATUS=200 LATENCY=129ms,NORMAL
114.3.92.86 USER=guest REQ=GET /login STATUS=200 LATENCY=90ms,NORMAL
137.5.6.20 USER=guest REQ=GET /api/data STATUS=200 LATENCY=77ms,NORMAL
57.59.145.198 USER=guest REQ=GET /login STATUS=200 LATENCY=127ms,NORMAL
57.159.177.127 USER=guest REQ=GET /about STATUS=200 LATENCY=19ms,NORMAL
204.146.19.43 USER=guest REQ=GET /api/data STATUS=200 LATENCY=127ms,NORMAL
221.206.19.54 USER=guest REQ=GET /login STATUS=200 LATENCY=25ms,NORMAL
10.94.231.86 USER=guest REQ=GET /api/data STATUS=200 LATENCY=49ms,NORMAL
91.44.242.223 USER=guest REQ=GET /products STATUS=200 LATENCY=17ms,NORMAL
182.123.133.149 USER=guest REQ=GET /api/data STATUS=200 LATENCY=118ms,NORMAL
68.101.28.201 USER=guest REQ=GET /login STATUS=200 LATENCY=21ms,NORMAL
14.177.142.60 USER=guest REQ=GET /about STATUS=200 LATENCY=15ms,NORMAL
245.1.101.160 USER=guest REQ=GET /checkout STATUS=200 LATENCY=68ms,NORMAL
210.220.243.68 USER=guest REQ=GET /login STATUS=200 LATENCY=123ms,NORMAL
96.67.106.31 USER=guest REQ=GET /home STATUS=200 LATENCY=11ms,NORMAL
67.212.47.37 USER=guest REQ=GET /contact STATUS=200 LATENCY=29ms,NORMAL
60.253.44.72 USER=guest REQ=GET /contact STATUS=200 LATENCY=69ms,NORMAL
226.242.48.20 USER=guest REQ=GET /about STATUS=200 LATENCY=80ms,NORMAL
92.216.191.110 USER=guest REQ=GET /about STATUS=200 LATENCY=59ms,NORMAL
180.97.44.175 USER=guest REQ=GET /contact STATUS=200 LATENCY=107ms,NORMAL
6.214.250.154 USER=guest REQ=GET /api/data STATUS=200 LATENCY=47ms,NORMAL
243.196.92.146 USER=guest REQ=GET /login STATUS=200 LATENCY=36ms,NORMAL
166.119.69.38 USER=guest REQ=GET /home STATUS=200 LATENCY=21ms,NORMAL
203.217.179.15 USER=guest REQ=GET /home STATUS=200 LATENCY=78ms,NORMAL
151.252.3.249 USER=guest REQ=GET /api/data STATUS=200 LATENCY=102ms,NORMAL
82.68.184.16 USER=guest REQ=GET /api/data STATUS=200 LATENCY=138ms,NORMAL
183.14.250.79 USER=guest REQ=GET /home STATUS=200 LATENCY=90ms,NORMAL
83.31.164.229 USER=guest REQ=GET /about STATUS=200 LATENCY=48ms,NORMAL
24.95.11.119 USER=guest REQ=GET /contact STATUS=200 LATENCY=56ms,NORMAL
236.206.47.88 USER=guest REQ=GET /home STATUS=200 LATENCY=98ms,NORMAL
55.105.62.15 USER=guest REQ=GET /products STATUS=200 LATENCY=121ms,NORMAL
194.198.102.151 USER=guest REQ=GET /api/data STATUS=200 LATENCY=42ms,NORMAL
38.242.236.111 USER=guest REQ=GET /about STATUS=200 LATENCY=12ms,NORMAL
195.202.162.72 USER=guest REQ=GET /products STATUS=200 LATENCY=147ms,NORMAL
232.24.144.100 USER=guest REQ=GET /about STATUS=200 LATENCY=97ms,NORMAL
177.216.126.45 USER=guest REQ=GET /contact STATUS=200 LATENCY=118ms,NORMAL
20.199.175.35 USER=guest REQ=GET /checkout STATUS=200 LATENCY=54ms,NORMAL
122.141.129.189 USER=guest REQ=GET /checkout STATUS=200 LATENCY=77ms,NORMAL
202.190.110.159 USER=guest REQ=GET /products STATUS=200 LATENCY=90ms,NORMAL
43.181.244.181 USER=guest REQ=GET /home STATUS=200 LATENCY=130ms,NORMAL
98.39.5.251 USER=guest REQ=GET /products STATUS=200 LATENCY=70ms,NORMAL
2.135.237.49 USER=guest REQ=GET /contact STATUS=200 LATENCY=142ms,NORMAL
80.55.122.191 USER=guest REQ=GET /about STATUS=200 LATENCY=90ms,NORMAL
60.55.45.170 USER=guest REQ=GET /products STATUS=200 LATENCY=96ms,NORMAL
192.176.14.161 USER=guest REQ=GET /login STATUS=200 LATENCY=34ms,NORMAL
18.75.175.225 USER=guest REQ=GET /api/data STATUS=200 LATENCY=117ms,NORMAL
245.231.51.104 USER=guest REQ=GET /contact STATUS=200 LATENCY=43ms,NORMAL
123.250.28.154 USER=guest REQ=GET /login STATUS=200 LATENCY=50ms,NORMAL
164.147.10.132 USER=guest REQ=GET /home STATUS=200 LATENCY=89ms,NORMAL
107.222.37.26 USER=guest REQ=GET /api/data STATUS=200 LATENCY=119ms,NORMAL
168.140.97.80 USER=guest REQ=GET /products STATUS=200 LATENCY=40ms,NORMAL
99.148.62.165 USER=guest REQ=GET /api/data STATUS=200 LATENCY=33ms,NORMAL
239.117.177.106 USER=guest REQ=GET /login STATUS=200 LATENCY=98ms,NORMAL
138.128.225.22 USER=guest REQ=GET /home STATUS=200 LATENCY=54ms,NORMAL
26.97.38.240 USER=guest REQ=GET /login STATUS=200 LATENCY=15ms,NORMAL
150.100.84.131 USER=guest REQ=GET /home STATUS=200 LATENCY=90ms,NORMAL
186.135.49.138 USER=guest REQ=GET /home STATUS=200 LATENCY=80ms,NORMAL
221.167.14.31 USER=guest REQ=GET /home STATUS=200 LATENCY=37ms,NORMAL
127.242.13.132 USER=guest REQ=GET /login STATUS=200 LATENCY=119ms,NORMAL
78.88.224.110 USER=guest REQ=GET /home STATUS=200 LATENCY=22ms,NORMAL
82.156.232.190 USER=guest REQ=GET /products STATUS=200 LATENCY=100ms,NORMAL
245.216.1.32 USER=guest REQ=GET /contact STATUS=200 LATENCY=67ms,NORMAL
159.204.8.177 USER=guest REQ=GET /about STATUS=200 LATENCY=81ms,NORMAL
10.156.158.221 USER=guest REQ=GET /api/data STATUS=200 LATENCY=136ms,NORMAL
6.58.94.184 USER=guest REQ=GET /about STATUS=200 LATENCY=55ms,NORMAL
94.69.190.158 USER=guest REQ=GET /contact STATUS=200 LATENCY=134ms,NORMAL
174.69.70.161 USER=guest REQ=GET /login STATUS=200 LATENCY=115ms,NORMAL
1.249.72.88 USER=guest REQ=GET /products STATUS=200 LATENCY=22ms,NORMAL
219.231.194.161 USER=guest REQ=GET /checkout STATUS=200 LATENCY=143ms,NORMAL
13.145.6.223 USER=guest REQ=GET /home STATUS=200 LATENCY=94ms,NORMAL
117.158.224.32 USER=guest REQ=GET /contact STATUS=200 LATENCY=50ms,NORMAL
111.101.121.202 USER=guest REQ=GET /login STATUS=200 LATENCY=16ms,NORMAL
123.85.184.41 USER=guest REQ=GET /home STATUS=200 LATENCY=108ms,NORMAL
66.175.25.216 USER=guest REQ=GET /home STATUS=200 LATENCY=122ms,NORMAL
31.251.32.241 USER=guest REQ=GET /products STATUS=200 LATENCY=98ms,NORMAL
177.129.143.39 USER=guest REQ=GET /login STATUS=200 LATENCY=145ms,NORMAL
68.129.244.226 USER=guest REQ=GET /about STATUS=200 LATENCY=102ms,NORMAL
136.100.153.214 USER=guest REQ=GET /products STATUS=200 LATENCY=37ms,NORMAL
238.8.62.245 USER=guest REQ=GET /api/data STATUS=200 LATENCY=36ms,NORMAL
178.204.74.103 USER=guest REQ=GET /checkout STATUS=200 LATENCY=60ms,NORMAL
118.100.39.53 USER=guest REQ=GET /products STATUS=200 LATENCY=14ms,NORMAL
146.51.95.71 USER=guest REQ=GET /products STATUS=200 LATENCY=108ms,NORMAL
207.243.39.110 USER=guest REQ=GET /checkout STATUS=200 LATENCY=143ms,NORMAL
193.175.110.228 USER=guest REQ=GET /checkout STATUS=200 LATENCY=30ms,NORMAL
184.3.182.34 USER=guest REQ=GET /checkout STATUS=200 LATENCY=18ms,NORMAL
215.207.104.178 USER=guest REQ=GET /home STATUS=200 LATENCY=128ms,NORMAL
